comment,category
"Sí, me asustó mucho la ofensiva del otro equipo, que tenía una línea delantera muy fuerte.",Sarcástico
¿Hacer ejercicio un lunes? ¡Eso era exactamente lo que tenía en mente!,Sarcástico
¿Sabes qué? Tengo un paciente de Alzheimer de cincuenta años esperándome y que ni siquiera reconoce a su familia. Dejemos su caso a un lado y centrémonos en los posibles efectos del sarcasmo en el cerebro.,Sarcástico
"Oh, sí, está bien.",Sarcástico
"Bienvenidos a Roma, donde hablaremos sobre el sarcasmobol. No puedo esperar. Estoy emocionado por hablar sobre el sarcasmobol porque es fascinante. Me acompaña el entrenador de los Denver Broncos e inventor del sarcasmobol, Randy Marsh. Gracias por estar aquí.",Sarcástico
"Oh, parece que algunos ex jugadores de la NFL están entrando al campo. Martin Gregors está jugando de safety y Jim Harrys está en defensa. Parece que sus pantalones son demasiado cortos. Alguien debería avisarle. Y Mike Tetfield, que está haciendo como si estuviera horneando un pastel imaginario, también está jugando.",Sarcástico
"Por supuesto, ahora no puedo evitar usar el sarcasmo.",Sarcástico
En el cielo,Sarcástico
Adiós,No sarcástico
"No, de verdad.",Sarcástico
"Gracias, señor comisionado. Me emociona ser parte de todo esto, gracias.",Sarcástico
