comment,category
chita rivera to young performers: learn how to sing and dance,0
alcoholic parent easy to shop for,1
"yoga, mindfulness and weight management",0
'brain games' recalls thousands of defective word puzzles that gave users alzheimer's,1
13 photos that capture the first moment between moms and their babies,0
pantomimed lasso motion fails to pull woman across dance floor,1
hot new secretary of transportation to 'shake up' u.s. highways,1
billionaire paul allen's yacht wrecks cayman islands coral reef,0
"elton john announces retirement â€” but will perform a long, long goodbye tour",0
gunman kills zero at kansas city area mall,1
area bus driver would prefer not to say 'you're welcome' for thousandth time today,1
this doll aims to empower kids with albinism and dispel harmful myths,0
author accepts award on ghostwriters' behalf,1
dick cheney's staggering iran hypocrisy explored,0
palestinian teen dies after being shot by israeli forces in gaza protests,0
epa promotes pulsating black sludge to deputy director,1
(still) daring to be different in dr. martens,0
grandma knitting escape ladder,1
"this guy gave people a 'sneak peak' at the iphone 7, but joke's on them!",0
two folks wield lightsabers against fireworks from the dark side,0
james corden battles neil patrick harris in aca-mazing broadway riff-off,0
let's preview the nfl playoffs!,0
rock and roll hall of fame retires 'd' chord,1
two former press secretaries have some advice for sean spicer,0
"'no way to prevent this,' says only nation where this regularly happens",1
fox news host: donald trump could get corporate sponsors for his wall,0
kim jong-un's wife on nuclear threats: 'this isn't the man i was forced to marry',1
yoga: how we serve survivors of violence and toxic stress,0
"'fresh off the boat' kid stars talk lunar new year, immigrant roots",0
hillary clinton nabs victory in new mexico primary,0
in the new york film fest the outsize egos of artists rule,0
bradley cooper racks up staggering one oscar nominations,1
desperate snl releases 'best of melanie hutsell' dvd,1
white house lawyer insists trump isn't considering firing mueller,0
police sketch artist admits to only drawing people who have wronged him,1
"millennials may have abandoned the church, but god has not abandoned them",0
state of emergency declared at new york city's housing authority,0
newly deployed soldier has dreamed of fighting in afghan war since he was little kid,1
my niece has cancer and i'm ticked about it,0
watch college students surprise beloved cafe worker with a dream trip to disney,0
to the obese woman crying at the picnic table,0
7 fascinating but forgotten facts from world war i (new book),0
"bombs explode outside 2 churches in las cruces, new mexico",0
jon kabat-zinn: 'the real meditation practice is how we live our lives from moment to moment',0
headline with words 'hiv baby' in it somehow turns out okay,1
peeping tom tired of watching people watch television,1
tree outside window upset man just changed channel,1
walton foundation pledges $1 billion for charter schools,0
inanimate object despised,1
afterbirthers demand to see obama's placenta,1
boxer hopes he can make money punching things in retirement,1
intergalactic law enforcement officers place energy shackles on hillary clinton,1
jennifer lawrence honored robert de niro at the glaad media awards the only way she knows how,0
"great, daughter measuring self-worth against some 13-year-old named skyla now",1
journalist once accused of making up sources arrested for threatening jewish institutions,0
kushner frantically searching desk drawer for bold solutions to today's most pressing issues,1
black-backed jackals seek asylum in wildlife preserve as preventative measure,1
mind-boggling optical illusion will make you think you can't see straight,0
teacher bitches about paycheck to sixth-grade class,1
breaking up with god,0
megyn kelly says trump sexism question 'wasn't an attack',0
iraq is investigating alleged executions of sunnis in fallujah,0
indonesia's oldest queer rights group turns 30 facing difficult future,0
greenpeace decides northern spotted owl 'not worth the trouble anymore',1
woman sensitive about that thing on her face,1
stephen curry is way better than his dad at playing horse,0
serena williams has perfected her argument against the wage gap,0
"new study finds link between cancer, reading text on computer screen",1
syria misses another chemical weapons benchmark despite 'significant progress',0
groundbreaking young adult novel features protagonist who's a bit of a loner,1
10 places you wouldn't have gone 10 years ago,0
"firewood, bread top new russian agenda",1
french parliament debates 'deep sleep' bill for end of life,0
man happy to set up job interview for fraternity brother he once forced to drink own piss,1
sheryl crow's freshness date expires,1
report: 98% of german sexual intercourse uploaded to pornhub,1
warden figures week in solitary ought to teach inmate not to be schizophrenic,1
the red sweaters you need to look like national treasure kenneth bone,0
this bracelet lets a dad feel what it's like to be pregnant ... in his wrist,0
robed mark warner infiltrates secret torchlit ahca ceremony deep in woods behind capitol,1
the u.s women's gymnastics team turns heads at the vmas,0
here's christine baranski watching trump's inauguration on 'the good fight',0
"no thank you, trump america",0
